,object_code,predicted_datetime,predict_value,version,input_version,flags,record_time,inc_day,model_version,object_type
4644,FW757Y,2022-03-09,5633.470292061314,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
4645,FW757Y,2022-03-10,6617.577877556718,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
4646,FW757Y,2022-03-11,6465.610620423886,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
4647,FW757Y,2022-03-12,4916.464093528497,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
4648,FW757Y,2022-03-13,5507.840723980568,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
4649,FW757Y,2022-03-14,5605.702052517001,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
4650,FW757Y,2022-03-15,6401.928769345339,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
4651,FW757Y,2022-03-16,4443.122359238785,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
4652,FW757Y,2022-03-17,5427.229944733504,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
4653,FW757Y,2022-03-18,5275.262687597263,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
4654,FW757Y,2022-03-19,3726.1161607039908,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
4655,FW757Y,2022-03-20,4317.492791156515,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
4656,FW757Y,2022-03-21,4415.354119694493,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
4657,FW757Y,2022-03-22,5211.5808365203275,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
4658,FW757Y,2022-03-23,3252.774426416257,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
4659,FW759Y,2022-02-23,2251.453019363147,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
4660,FW759Y,2022-02-24,2554.4512936269357,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
4661,FW759Y,2022-02-25,2390.1315043063682,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
4662,FW759Y,2022-02-26,2411.324818701977,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
4663,FW759Y,2022-02-27,2539.8147974186913,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
4664,FW759Y,2022-02-28,2731.503912134714,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
4665,FW759Y,2022-03-01,2512.7313727082123,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
4666,FW759Y,2022-03-02,2013.6828146381506,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
4667,FW759Y,2022-03-03,2316.6810889013504,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
4668,FW759Y,2022-03-04,2152.36129958111,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
4669,FW759Y,2022-03-05,2173.55461397696,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
4670,FW759Y,2022-03-06,2302.044592694246,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
4671,FW759Y,2022-03-07,2493.73370741037,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
4672,FW759Y,2022-03-08,2274.961167983121,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
4673,FW759Y,2022-03-09,1775.9126099133762,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
4674,FW759Y,2022-03-10,2078.9108841765938,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
4675,FW759Y,2022-03-11,1914.5910948566172,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
4676,FW759Y,2022-03-12,1935.7844092525725,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
4677,FW759Y,2022-03-13,2064.274387969049,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
4678,FW759Y,2022-03-14,2255.9635026853653,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
4679,FW759Y,2022-03-15,2037.190963257473,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
4680,FW759Y,2022-03-16,1538.1424051883798,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
4681,FW759Y,2022-03-17,1841.1406794518375,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
4682,FW759Y,2022-03-18,1676.8208901313583,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
4683,FW759Y,2022-03-19,1698.0142045275552,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
4684,FW759Y,2022-03-20,1826.504183243851,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
4685,FW759Y,2022-03-21,2018.1932979602939,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
4686,FW759Y,2022-03-22,1799.4207585329368,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
4687,FW759Y,2022-03-23,1300.3722004633833,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
4688,FW760Y,2022-02-23,3589.27369111503,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
4689,FW760Y,2022-02-24,3455.181700871904,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
4690,FW760Y,2022-02-25,3717.023612992167,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
4691,FW760Y,2022-02-26,3458.7223773030187,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
4692,FW760Y,2022-02-27,3496.568603567292,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
4693,FW760Y,2022-02-28,3349.7617790873483,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
4694,FW760Y,2022-03-01,3190.171288936523,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
4695,FW760Y,2022-03-02,3102.2265965932606,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
4696,FW760Y,2022-03-03,2968.1346063494066,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
4697,FW760Y,2022-03-04,3229.9765184703547,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
4698,FW760Y,2022-03-05,2971.6752827811706,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
4699,FW760Y,2022-03-06,3009.521509045283,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
4700,FW760Y,2022-03-07,2862.714684564916,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
4701,FW760Y,2022-03-08,2703.1241944143867,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
4702,FW760Y,2022-03-09,2615.179502071583,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
4703,FW760Y,2022-03-10,2481.087511827583,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
4704,FW760Y,2022-03-11,2742.929423948524,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
4705,FW760Y,2022-03-12,2484.6281882590065,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
4706,FW760Y,2022-03-13,2522.474414523836,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
4707,FW760Y,2022-03-14,2375.6675900432747,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
4708,FW760Y,2022-03-15,2216.0770998929415,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
4709,FW760Y,2022-03-16,2128.1324075498146,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
4710,FW760Y,2022-03-17,1994.0404173057593,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
4711,FW760Y,2022-03-18,2255.882329426712,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
4712,FW760Y,2022-03-19,1997.581093737158,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
4713,FW760Y,2022-03-20,2035.4273200023897,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
4714,FW760Y,2022-03-21,1888.6204955215371,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
4715,FW760Y,2022-03-22,1729.0300053701137,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
4716,FW760Y,2022-03-23,1641.085313028045,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
4717,FW762Y,2022-02-23,2826.6870711868532,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
4718,FW762Y,2022-02-24,3274.030388070494,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
4719,FW762Y,2022-02-25,2628.281003199913,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
4720,FW762Y,2022-02-26,2432.0032706196384,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
4721,FW762Y,2022-02-27,2380.2103133138876,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
4722,FW762Y,2022-02-28,2737.1594517206213,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
4723,FW762Y,2022-03-01,1989.8247621016046,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
4724,FW762Y,2022-03-02,2408.5914360931006,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
4725,FW762Y,2022-03-03,2855.9347529766073,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
4726,FW762Y,2022-03-04,2210.185368106271,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
4727,FW762Y,2022-03-05,2013.9076355258537,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
4728,FW762Y,2022-03-06,1962.1146782202545,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
4729,FW762Y,2022-03-07,2319.0638166268677,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
4730,FW762Y,2022-03-08,1571.729127007775,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
4731,FW762Y,2022-03-09,1990.4958009965726,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
4732,FW762Y,2022-03-10,2437.8391178830143,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
4733,FW762Y,2022-03-11,1792.0897330104717,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
4734,FW762Y,2022-03-12,1595.8120004314674,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
4735,FW762Y,2022-03-13,1544.0190431266253,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
4736,FW762Y,2022-03-14,1900.9681815339545,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
4737,FW762Y,2022-03-15,1153.6334919128722,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
4738,FW762Y,2022-03-16,1572.4001659028195,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
4739,FW762Y,2022-03-17,2019.7434827894224,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
4740,FW762Y,2022-03-18,1373.9940979168305,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
4741,FW762Y,2022-03-19,1177.7163653376826,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
4742,FW762Y,2022-03-20,1125.9234080329961,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
4743,FW762Y,2022-03-21,1482.8725464396068,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
4744,FW762Y,2022-03-22,735.5378568201156,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
4745,FW762Y,2022-03-23,1154.3045308090661,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
4746,FW763Y,2022-02-23,1086.1869471727082,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
4747,FW763Y,2022-02-24,1084.042442572361,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
4748,FW763Y,2022-02-25,1151.2327424971293,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
4749,FW763Y,2022-02-26,996.4514393956601,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
4750,FW763Y,2022-02-27,1157.9546367463217,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
4751,FW763Y,2022-02-28,923.6469353165887,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
4752,FW763Y,2022-03-01,1075.028070671426,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
4753,FW763Y,2022-03-02,914.6977486418613,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
4754,FW763Y,2022-03-03,912.5532440411376,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
4755,FW763Y,2022-03-04,979.7435439656377,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
4756,FW763Y,2022-03-05,824.9622408645639,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
4757,FW763Y,2022-03-06,986.4654382153406,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
4758,FW763Y,2022-03-07,752.1577367854062,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
4759,FW763Y,2022-03-08,903.5388721402956,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
4760,FW763Y,2022-03-09,743.2085501111007,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
4761,FW763Y,2022-03-10,741.0640455099746,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
4762,FW763Y,2022-03-11,808.2543454354804,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
4763,FW763Y,2022-03-12,653.4730423338946,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
4764,FW763Y,2022-03-13,814.9762396842569,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
4765,FW763Y,2022-03-14,580.6685382544531,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
4766,FW763Y,2022-03-15,732.0496736097048,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
4767,FW763Y,2022-03-16,571.7193515802536,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
4768,FW763Y,2022-03-17,569.5748469788117,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
4769,FW763Y,2022-03-18,636.7651469039888,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
4770,FW763Y,2022-03-19,481.98384380279845,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
4771,FW763Y,2022-03-20,643.4870411531734,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
4772,FW763Y,2022-03-21,409.17933972351307,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
4773,FW763Y,2022-03-22,560.5604750780345,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
4774,FW763Y,2022-03-23,400.2301530494061,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
4775,FW766Y,2022-02-23,471.172585659673,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
4776,FW766Y,2022-02-24,468.91419731783617,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
4777,FW766Y,2022-02-25,593.9483309710158,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
4778,FW766Y,2022-02-26,554.0816650798082,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
4779,FW766Y,2022-02-27,550.3690296908334,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
4780,FW766Y,2022-02-28,431.9867385428416,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
4781,FW766Y,2022-03-01,435.71032797144136,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
4782,FW766Y,2022-03-02,412.1851039314416,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
4783,FW766Y,2022-03-03,409.92671558927884,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
4784,FW766Y,2022-03-04,534.9608492426984,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
4785,FW766Y,2022-03-05,495.0941833515034,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
4786,FW766Y,2022-03-06,491.3815479624712,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
4787,FW766Y,2022-03-07,372.99925681439106,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
4788,FW766Y,2022-03-08,376.7228462430924,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
4789,FW766Y,2022-03-09,353.1976222032148,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
4790,FW766Y,2022-03-10,350.939233860999,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
4791,FW766Y,2022-03-11,475.9733675146133,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
4792,FW766Y,2022-03-12,436.10670162321014,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
4793,FW766Y,2022-03-13,432.39406623420393,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
4794,FW766Y,2022-03-14,314.01177508625636,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
4795,FW766Y,2022-03-15,317.7353645149781,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
4796,FW766Y,2022-03-16,294.21014047498335,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
4797,FW766Y,2022-03-17,291.95175213271943,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
4798,FW766Y,2022-03-18,416.9858857862959,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
4799,FW766Y,2022-03-19,377.1192198949053,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
4800,FW766Y,2022-03-20,373.4065845059366,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
4801,FW766Y,2022-03-21,255.02429335798865,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
4802,FW766Y,2022-03-22,258.7478827863945,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
4803,FW766Y,2022-03-23,235.2226587467519,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
4804,FW768Y,2022-02-23,2201.2501860097414,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
4805,FW768Y,2022-02-24,2116.1358756884692,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
4806,FW768Y,2022-02-25,2258.072790585179,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
4807,FW768Y,2022-02-26,2053.8012858799702,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
4808,FW768Y,2022-02-27,2134.988057328873,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
4809,FW768Y,2022-02-28,2082.505071565736,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
4810,FW768Y,2022-03-01,2222.5837483563564,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
4811,FW768Y,2022-03-02,1821.559664652119,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
4812,FW768Y,2022-03-03,1736.4453543303566,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
4813,FW768Y,2022-03-04,1878.3822692271847,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
4814,FW768Y,2022-03-05,1674.110764522202,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
4815,FW768Y,2022-03-06,1755.2975359713637,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
4816,FW768Y,2022-03-07,1702.8145502081256,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
4817,FW768Y,2022-03-08,1842.893226998536,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
4818,FW768Y,2022-03-09,1441.869143295408,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
4819,FW768Y,2022-03-10,1356.754832972678,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
4820,FW768Y,2022-03-11,1498.6917478703842,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
4821,FW768Y,2022-03-12,1294.420243164825,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
4822,FW768Y,2022-03-13,1375.6070146137463,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
4823,FW768Y,2022-03-14,1323.1240288499257,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
4824,FW768Y,2022-03-15,1463.2027056411769,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
4825,FW768Y,2022-03-16,1062.1786219377861,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
4826,FW768Y,2022-03-17,977.0643116149994,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
4827,FW768Y,2022-03-18,1119.00122651239,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
4828,FW768Y,2022-03-19,914.729721807057,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
4829,FW768Y,2022-03-20,995.9164932561282,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
4830,FW768Y,2022-03-21,943.433507492511,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
4831,FW768Y,2022-03-22,1083.512184282893,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
4832,FW768Y,2022-03-23,682.4881005801634,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
4833,FW790Y,2022-02-23,315.31718655759283,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
4834,FW790Y,2022-02-24,376.32270008863514,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
4835,FW790Y,2022-02-25,277.7181363047458,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
4836,FW790Y,2022-02-26,150.6960821748495,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
4837,FW790Y,2022-02-27,248.40402794990328,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
4838,FW790Y,2022-02-28,257.49513821244324,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
4839,FW790Y,2022-03-01,302.3324011060272,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
4840,FW790Y,2022-03-02,169.59756025390155,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
4841,FW790Y,2022-03-03,230.6030737848049,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
4842,FW790Y,2022-03-04,131.99851000066818,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
4843,FW790Y,2022-03-05,4.976455871018246,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
4844,FW790Y,2022-03-06,102.68440164630117,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
4845,FW790Y,2022-03-07,111.77551190879262,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
4846,FW790Y,2022-03-08,156.61277480222134,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
4847,FW790Y,2022-03-09,23.87793395016099,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
4848,FW790Y,2022-03-10,84.88344748099712,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
4849,FW790Y,2022-03-11,3.3000000000000003,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
4850,FW790Y,2022-03-12,3.3000000000000003,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
4851,FW790Y,2022-03-13,3.3000000000000003,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
4852,FW790Y,2022-03-14,3.3000000000000003,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
4853,FW790Y,2022-03-15,10.893148498482375,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
